GEOID,district
55127001602,1
55127001603,1
55127001604,1
55105002500,1
55045960200,1
55025010701,1
55025010702,1
55105002000,1
55133204501,1
55133204502,1
55025991703,1
55127000600,1
55105001500,1
55025001501,1
55025001502,1
55133204002,1
55133204003,1
55133204004,1
55127000101,1
55127000102,1
55025001000,1
55105001000,1
55133203500,1
55101002800,1
55105000500,1
55025000503,1
55055101500,1
55055101000,1
55025012300,1
55133202001,1
55133202002,1
55055100500,1
55025003100,1
55105003100,1
55045960800,1
55127001701,1
55127001702,1
55105002601,1
55105002602,1
55045960300,1
55105002100,1
55059003001,1
55025010300,1
55127000701,1
55127000702,1
55105001600,1
55133204100,1
55025001606,1
55127000200,1
55105001100,1
55027962000,1
55133203601,1
55133203602,1
55025000600,1
55105000600,1
55055101600,1
55101002401,1
55101002402,1
55105000100,1
55055101100,1
55025012400,1
55055100601,1
55055100602,1
55105003200,1
55025011401,1
55025002700,1
55105002700,1
55105003001,1
55045960400,1
55105003002,1
55105002200,1
55025010400,1
55127000800,1
55105001700,1
55133204200,1
55127000301,1
55127000302,1
55025001200,1
55105001201,1
55105001202,1
55133203702,1
55133203703,1
55133203704,1
55025000700,1
55105000700,1
55055101701,1
55105000200,1
55101002001,1
55055101201,1
55055101202,1
55025012501,1
55025012502,1
55055100700,1
55025012002,1
55105003300,1
55055100200,1
55025002800,1
55105002800,1
55045960500,1
55105002300,1
55025010501,1
55025010502,1
55127000901,1
55105001800,1
55127000902,1
55133204301,1
55133204302,1
55127000400,1
55025001300,1
55105001302,1
55105001303,1
55105001304,1
55133203802,1
55133203803,1
55133203804,1
55105000800,1
55101002600,1
55105000300,1
55055101300,1
55025012600,1
55055100800,1
55025012100,1
55055100300,1
55025002900,1
55105002900,1
55045960600,1
55127001501,1
55127001502,1
55105002400,1
55045960100,1
55025010600,1
55127001000,1
55105001900,1
55133204400,1
55127000501,1
55127000502,1
55105001400,1
55025001401,1
55025001402,1
55025001403,1
55133203901,1
55133203902,1
55105000900,1
55025000901,1
55101002701,1
55101002702,1
55133203405,1
55105000400,1
55055101400,1
55055100900,1
55025012201,1
55025012202,1
55055100400,1
55025003001,1
